"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16937-7784","WR","Darrius","","Heyward-Bey","5.549999872843425","6","4800","PIT@CLE","PIT","CLE","Q","Foot","",""
"16937-27134","WR","Dorial","","Green-Beckham","4.300000190734863","8","4800","PHI@SEA","PHI","SEA","","","",""
"16937-6724","K","Steven","","Hauschka","9","9","4800","PHI@SEA","SEA","PHI","","","",""
"16937-14362","TE","Charles","","Clay","4.755555470784505","9","4800","BUF@CIN","BUF","CIN","","","",""
"16937-28694","TE","Jesse","","James","6.122222052680121","9","4800","PIT@CLE","PIT","CLE","","","",""
"16937-21957","WR","Kendall","","Wright","8.914285932268415","7","4700","TEN@IND","TEN","IND","","","",""
"16937-30635","RB","Mike","","Davis","1.8571428571428572","7","4700","NE@SF","SF","NE","","","",""
"16937-6422","TE","Gary","","Barnidge","6.3900001525878904","10","4700","PIT@CLE","CLE","PIT","","","",""
"16937-27441","RB","Damien","","Williams","7.625","8","4700","MIA@LA","MIA","LA","","","",""
"16937-29357","RB","Kenjon","","Barner","3.3428570883614674","7","4700","PHI@SEA","PHI","SEA","","","",""
"16937-32045","TE","Vance","","McDonald","7.585714067731585","7","4700","NE@SF","SF","NE","","","",""
"16937-31073","RB","Knile","","Davis","1.0500000317891438","6","4700","TB@KC","KC","TB","","","",""
"16937-43504","RB","Don","","Jackson","1.0666666825612385","3","4700","GB@WAS","GB","WAS","","","",""
"16937-60745","K","Jason","","Myers","7.222222222222222","9","4700","JAC@DET","JAC","DET","","","",""
"16937-25813","WR","Phillip","","Dorsett","5.962500095367432","8","4700","TEN@IND","IND","TEN","","","",""
"16937-39445","WR","Brice","","Butler","3.75","8","4700","BAL@DAL","DAL","BAL","","","",""
"16937-41370","WR","Trevor","","Davis","0.987500011920929","8","4700","GB@WAS","GB","WAS","","","",""
"16937-6897","K","Mason","","Crosby","8.333333333333334","9","4700","GB@WAS","GB","WAS","","","",""
"16937-12543","D","New York","","Giants","6.625","8","4700","CHI@NYG","NYG","CHI","","","",""
"16937-12538","D","Los Angeles","","Rams","7.777777777777778","9","4700","MIA@LA","LA","MIA","","","",""
"16937-29780","TE","Zach","","Ertz","6.385714394705636","7","4700","PHI@SEA","PHI","SEA","","","",""
"16937-22003","RB","Ronnie","","Hillman","2.5999999046325684","4","4600","ARI@MIN","MIN","ARI","","","",""
"16937-14245","RB","Shane","","Vereen","9.40000025431315","3","4600","CHI@NYG","NYG","CHI","IR","Triceps","",""
"16937-38269","RB","Cameron","","Artis-Payne","9.333333333333334","3","4600","NO@CAR","CAR","NO","","","",""
"16937-15006","RB","Shaun","","Draughn","3.942857197352818","7","4600","NE@SF","SF","NE","","","",""
"16937-29314","TE","Richard","","Rodgers","4.125","8","4600","GB@WAS","GB","WAS","","","",""
"16937-27411","RB","Aaron","","Ripkowski","1.9","5","4600","GB@WAS","GB","WAS","","","",""
"16937-12090","K","Nick","","Novak","9.875","8","4600","HOU@OAK","HOU","OAK","","","",""
"16937-54623","WR","Jeff","","Janis","3.0499998728434243","6","4600","GB@WAS","GB","WAS","","","",""
"16937-32058","K","Chris","","Boswell","6","9","4600","PIT@CLE","PIT","CLE","","","",""
"16937-25783","RB","Mike","","James","2.5999999046325684","2","4600","TB@KC","TB","KC","","","",""
"16937-39449","WR","Charles","","Johnson","1.7000000476837158","8","4600","ARI@MIN","MIN","ARI","","","",""
"16937-39427","WR","Quinton","","Patton","5.388888888888889","9","4600","NE@SF","SF","NE","","","",""
"16937-22219","WR","Jermaine","","Kearse","4.855555640326606","9","4600","PHI@SEA","SEA","PHI","","","",""
"16937-22258","RB","Travaris","","Cadet","3.3666665818956165","9","4600","NO@CAR","NO","CAR","Q","Toe","",""
"16937-7831","K","Sebastian","","Janikowski","9","9","4600","HOU@OAK","OAK","HOU","","","",""
"16937-11712","RB","Joique","","Bell","0.6000000238418579","1","4600","CHI@NYG","CHI","NYG","","","",""
"16937-26094","WR","Brandon","","Coleman","4.550000190734863","8","4600","NO@CAR","NO","CAR","","","",""
"16937-12532","D","Detroit","","Lions","5","9","4600","JAC@DET","DET","JAC","","","",""
"16937-22113","RB","Alfred","","Morris","3.8111110263400607","9","4600","BAL@DAL","DAL","BAL","","","",""
"16937-6782","K","Matt","","Prater","9","9","4600","JAC@DET","DET","JAC","","","",""
"16937-47828","RB","Antonio","","Andrews","0.5","3","4500","TEN@IND","TEN","IND","","","",""
"16937-29655","RB","Soma","","Vainuku","0","0","4500","HOU@OAK","HOU","OAK","","","",""
"16937-33047","WR","Chris","","Moore","1.037500023841858","8","4500","BAL@DAL","BAL","DAL","","","",""
"16937-6566","RB","Chris","","Johnson","3.875","4","4500","ARI@MIN","ARI","MIN","IR","Groin","",""
"16937-6567","TE","David","","Johnson","1.3000000317891438","6","4500","PIT@CLE","PIT","CLE","","","",""
"16937-21984","RB","Isaiah","","Pead","1.649999976158142","2","4500","MIA@LA","MIA","LA","","","",""
"16937-29645","RB","Javorius","","Allen","2.133333365122477","3","4500","BAL@DAL","BAL","DAL","","","",""
"16937-30598","TE","Busta","","Anderson","0","0","4500","CHI@NYG","CHI","NYG","","","",""
"16937-47861","TE","Mitchell","","Henry","0","2","4500","BAL@DAL","BAL","DAL","","","",""
"16937-43973","RB","Keith","","Smith","1","4","4500","BAL@DAL","DAL","BAL","","","",""
"16937-21972","WR","Brian","","Quick","8.122222052680122","9","4500","MIA@LA","LA","MIA","","","",""
"16937-70444","WR","Paul","","McRoberts","0","0","4500","MIA@LA","LA","MIA","","","",""
"16937-32551","WR","Kolby","","Listenbee","0","0","4500","BUF@CIN","BUF","CIN","O","Pelvis","",""
"16937-30654","TE","Jerell","","Adams","2.866666793823242","3","4500","CHI@NYG","NYG","CHI","","","",""
"16937-47870","TE","Tyler","","Higbee","1.0399999618530273","5","4500","MIA@LA","LA","MIA","","","",""
"16937-41806","WR","Laquon","","Treadwell","0.6666666666666666","3","4500","ARI@MIN","MIN","ARI","Q","Hamstring","",""
"16937-29672","RB","Silas","","Redd Jr.","0","0","4500","GB@WAS","WAS","GB","O","Suspension","",""
"16937-70457","TE","Cole","","Wick","0.9333333174387614","3","4500","JAC@DET","DET","JAC","IR","Knee","",""
"16937-32564","WR","Josh","","Doctson","3.799999952316284","2","4500","GB@WAS","WAS","GB","IR","Achilles","",""
"16937-6636","K","Mike","","Nugent","7.875","8","4500","BUF@CIN","CIN","BUF","","","",""
"16937-29592","TE","Xavier","","Grimble","2.971428462437221","7","4500","PIT@CLE","PIT","CLE","","","",""
"16937-30678","WR","Damiere","","Byrd","0","0","4500","NO@CAR","CAR","NO","","","",""
"16937-39153","TE","Ifeanyi","","Momah","2","3","4500","ARI@MIN","ARI","MIN","IR","Wrist","",""
"16937-34073","TE","Ryan","","Griffin","4.622222052680121","9","4500","HOU@OAK","HOU","OAK","","","",""
"16937-27199","RB","Marcus","","Murphy","0","1","4500","NO@CAR","NO","CAR","","","",""
"16937-6653","RB","Jerome","","Felton","0.7999999863760812","7","4500","BUF@CIN","BUF","CIN","","","",""
"16937-34051","WR","Deshon","","Foxx","0","0","4500","PHI@SEA","SEA","PHI","","","",""
"16937-22898","RB","Brandon","","Bolden","0.9666666984558105","3","4500","NE@SF","NE","SF","","","",""
"16937-29583","TE","Randall","","Telfer","0.06666666766007741","3","4500","PIT@CLE","CLE","PIT","","","",""
"16937-70489","TE","Ben","","Braunecker","1.2999999523162842","1","4500","CHI@NYG","CHI","NYG","","","",""
"16937-43961","RB","Tyler","","Ervin","0.1777777804268731","9","4500","HOU@OAK","HOU","OAK","","","",""
"16937-30667","TE","Justice","","Cunningham","0","2","4500","MIA@LA","LA","MIA","","","",""
"16937-22849","TE","Cory","","Harkey","0.8499999841054281","6","4500","MIA@LA","LA","MIA","","","",""
"16937-25225","WR","Quinshad","","Davis","0","0","4500","JAC@DET","DET","JAC","","","",""
"16937-29624","RB","Tre","","Madden","0","0","4500","PHI@SEA","SEA","PHI","IR","Undisclosed","",""
"16937-70501","RB","C.J.","","Ham","0","0","4500","ARI@MIN","MIN","ARI","","","",""
"16937-28249","RB","David","","Cobb","2.9857142312186107","7","4500","CHI@NYG","CHI","NYG","","","",""
"16937-31524","WR","Cody","","Core","0","0","4500","BUF@CIN","CIN","BUF","","","",""
"16937-28246","WR","Isaac","","Fruechte","0","0","4500","ARI@MIN","MIN","ARI","","","",""
"16937-70506","TE","Ryan","","O'Malley","0","0","4500","HOU@OAK","OAK","HOU","","","",""
"16937-6595","TE","Matt","","Spaeth","0.6666666666666666","3","4500","PIT@CLE","PIT","CLE","","","",""
"16937-32632","WR","Bradley","","Marquez","0.7400000095367432","5","4500","MIA@LA","LA","MIA","","","",""
"16937-28226","WR","Aaron","","Burbridge","0.25","4","4500","NE@SF","SF","NE","","","",""
"16937-72676","RB","Troymaine","","Pope","0.10000000149011612","1","4500","PHI@SEA","SEA","PHI","","","",""
"16937-22958","RB","Bobby","","Rainey","5.520000076293945","5","4500","CHI@NYG","NYG","CHI","","","",""
"16937-22959","WR","Deonte","","Thompson","0.11249999701976776","8","4500","CHI@NYG","CHI","NYG","","","",""
"16937-28346","TE","Maxx","","Williams","4.066666603088379","12","4500","BAL@DAL","BAL","DAL","IR","Knee","",""
"16937-15178","RB","Chase","","Reynolds","0","2","4500","MIA@LA","LA","MIA","","","",""
"16937-70557","WR","Jake","","Lampman","0","0","4500","NO@CAR","NO","CAR","","","",""
"16937-70553","WR","Kieran","","Duncan","0","0","4500","CHI@NYG","CHI","NYG","","","",""
"16937-31703","RB","Malcolm","","Johnson","1.0199999809265137","5","4500","PIT@CLE","CLE","PIT","","","",""
"16937-45791","WR","Rashard","","Higgins","1.0500000317891438","6","4500","PIT@CLE","CLE","PIT","","","",""
"16937-32674","TE","Jace","","Amaro","7.400000095367432","1","4500","TEN@IND","TEN","IND","","","",""
"16937-46767","TE","Je'Ron","","Hamm","0","1","4500","NE@SF","SF","NE","","","",""
"16937-28311","TE","MarQueis","","Gray","3.5999999046325684","4","4500","MIA@LA","MIA","LA","","","",""
"16937-22920","TE","Derek","","Carrier","2.600000034679066","11","4500","GB@WAS","WAS","GB","","","",""
"16937-34288","WR","Rannell","","Hall","0","1","4500","PIT@CLE","CLE","PIT","IR","Leg","",""
"16937-14266","RB","Daniel","","Thomas","0","0","4500","MIA@LA","MIA","LA","","","",""
"16937-45809","TE","Kivon","","Cartwright","0","0","4500","TB@KC","TB","KC","","","",""
"16937-41922","WR","Johnny","","Holton","1.2999999523162842","4","4500","HOU@OAK","OAK","HOU","","","",""
"16937-22938","WR","Rod","","Streater","1.3166666825612385","6","4500","NE@SF","SF","NE","","","",""
"16937-27338","RB","Rex","","Burkhead","1.350000023841858","4","4500","BUF@CIN","CIN","BUF","","","",""
"16937-6427","K","Connor","","Barth","6","9","4500","CHI@NYG","CHI","NYG","","","",""
"16937-32703","WR","Jakeem","","Grant","0.5","8","4500","MIA@LA","MIA","LA","","","",""
"16937-14292","TE","Jordan","","Cameron","5.333333333333333","3","4500","MIA@LA","MIA","LA","IR","Concussion","",""
"16937-23023","TE","Cooper","","Helfet","2.7857142857142856","7","4500","HOU@OAK","OAK","HOU","","","",""
"16937-14297","WR","Greg","","Salas","8.449999809265137","2","4500","BUF@CIN","BUF","CIN","","","",""
"16937-11890","WR","Bryan","","Walters","2.133333365122477","3","4500","JAC@DET","JAC","DET","Q","Concussion","",""
"16937-28408","WR","Kyle","","Prater","0","0","4500","NO@CAR","NO","CAR","","","",""
"16937-25135","WR","Marcus","","Leak","0","0","4500","TEN@IND","IND","TEN","","","",""
"16937-14274","TE","Rob","","Housler","1.0600000381469727","5","4500","CHI@NYG","CHI","NYG","","","",""
"16937-33218","TE","Bryce","","Williams","0","0","4500","MIA@LA","LA","MIA","","","",""
"16937-14277","WR","Vincent","","Brown","2.700000047683716","1","4500","NO@CAR","NO","CAR","","","",""
"16937-45723","TE","Crockett","","Gillmore","3.4200000762939453","5","4500","BAL@DAL","BAL","DAL","Q","Thigh","",""
"16937-43826","WR","Tommylee","","Lewis","1.9166666666666667","6","4500","NO@CAR","NO","CAR","","","",""
"16937-14327","RB","Anthony","","Sherman","0.6000000238418579","4","4500","TB@KC","KC","TB","","","",""
"16937-22991","RB","Jonathan","","Grimes","2.5333333015441895","3","4500","HOU@OAK","HOU","OAK","Q","Illness","",""
"16937-34224","TE","Kennard","","Backman","0","7","4500","NE@SF","NE","SF","","","",""
"16937-54280","WR","Duke","","Williams","0","0","4500","MIA@LA","LA","MIA","","","",""
"16937-23003","TE","Phillip","","Supernaw","2.049999952316284","4","4500","TEN@IND","TEN","IND","","","",""
"16937-14307","WR","Cecil","","Shorts III","2.25","4","4500","TB@KC","TB","KC","","","",""
"16937-14304","TE","Luke","","Stocker","1.7000000476837158","2","4500","TB@KC","TB","KC","","","",""
"16937-14305","RB","Roy","","Helu Jr.","2.737499952316284","8","4500","HOU@OAK","OAK","HOU","","","",""
"16937-29477","TE","Connor","","Hamlett","8.199999809265137","1","4500","PIT@CLE","CLE","PIT","","","",""
"16937-44893","RB","Roosevelt","","Nix","0.8666666348775228","3","4500","PIT@CLE","PIT","CLE","","","",""
"16937-14319","RB","Taiwan","","Jones","0.4749999940395355","4","4500","HOU@OAK","OAK","HOU","","","",""
"16937-6488","WR","Dwayne","","Bowe","1.1142857415335519","7","4500","PIT@CLE","CLE","PIT","","","",""
"16937-32287","WR","Cayleb","","Jones","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16937-12872","RB","James","","Develin","0","1","4500","NE@SF","NE","SF","","","",""
"16937-38264","WR","Demarcus","","Robinson","0","0","4500","TB@KC","KC","TB","","","",""
"16937-31321","RB","Jay","","Prosch","0.4333333174387614","3","4500","HOU@OAK","HOU","OAK","","","",""
"16937-10030","WR","Harry","","Douglas","3.9666665395100913","3","4500","TEN@IND","TEN","IND","","","",""
"16937-29404","RB","Byron","","Marshall","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16937-31308","WR","Quan","","Bray","0.9666666984558105","6","4500","TEN@IND","IND","TEN","IR","Ankle","",""
"16937-12903","WR","Andrew","","Hawkins","5.3700000762939455","10","4500","PIT@CLE","CLE","PIT","","","",""
"16937-54742","TE","Scott","","Simonson","1.5","1","4500","NO@CAR","CAR","NO","","","",""
"16937-32807","TE","Anthony","","Denham","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16937-32309","TE","M.J.","","McFarland","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16937-25554","RB","Nikita","","Whitlock","0","14","4500","CHI@NYG","NYG","CHI","O","Suspension","",""
"16937-31329","WR","Russell","","Shepard","6.040000152587891","5","4500","TB@KC","TB","KC","Q","Hip","",""
"16937-55577","WR","Hunter","","Sharp","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16937-28437","TE","Danny","","Vitale","0","0","4500","PIT@CLE","CLE","PIT","","","",""
"16937-37245","RB","Fozzy","","Whittaker","5.255555470784505","9","4500","NO@CAR","CAR","NO","","","",""
"16937-28525","WR","Braxton","","Miller","1.5","7","4500","HOU@OAK","HOU","OAK","","","",""
"16937-26610","WR","Paul","","Richardson","2.9749999046325684","8","4500","PHI@SEA","SEA","PHI","","","",""
"16937-44784","RB","Darius","","Jackson","0","0","4500","BAL@DAL","DAL","BAL","","","",""
"16937-30412","WR","Tavarres","","King","0","1","4500","CHI@NYG","NYG","CHI","","","",""
"16937-31263","WR","Ricardo","","Louis","3.2874999046325684","8","4500","PIT@CLE","CLE","PIT","","","",""
"16937-44791","RB","Bronson","","Hill","0","0","4500","JAC@DET","JAC","DET","","","",""
"16937-31261","RB","Tre","","Mason","3.269230769230769","13","4500","MIA@LA","LA","MIA","O","Personal","",""
"16937-26598","WR","Nelson","","Spruce","0","0","4500","MIA@LA","LA","MIA","Q","Calf","",""
"16937-39411","TE","Gavin","","Escobar","6.699999809265137","1","4500","BAL@DAL","DAL","BAL","","","",""
"16937-29340","WR","Josh","","Huff","3.8142858232770647","7","4500","TB@KC","TB","KC","","","",""
"16937-54694","TE","Justin","","Perillo","1.375","4","4500","GB@WAS","GB","WAS","","","",""
"16937-30428","WR","Malcolm","","Mitchell","2.1666666666666665","6","4500","NE@SF","NE","SF","","","",""
"16937-16078","TE","Ross","","Travis","0.75","4","4500","TB@KC","KC","TB","","","",""
"16937-54690","WR","Freddie","","Martino","4.066666603088379","3","4500","TB@KC","TB","KC","","","",""
"16937-31280","K","Cody","","Parkey","6.5","8","4500","PIT@CLE","CLE","PIT","","","",""
"16937-39373","WR","Jaelen","","Strong","3.3500000635782876","6","4500","HOU@OAK","HOU","OAK","O","Ankle","",""
"16937-27403","TE","Blake","","Bell","0.6666666666666666","3","4500","NE@SF","SF","NE","","","",""
"16937-29351","WR","De'Anthony","","Thomas","1.2000000476837158","4","4500","TB@KC","KC","TB","","","",""
"16937-33840","WR","Keyarris","","Garrett","0","0","4500","NO@CAR","CAR","NO","","","",""
"16937-31269","RB","Corey","","Grant","2","4","4500","JAC@DET","JAC","DET","","","",""
"16937-54659","WR","Tony","","Washington","0.800000011920929","1","4500","JAC@DET","JAC","DET","","","",""
"16937-25463","WR","Canaan","","Severin","0","0","4500","PIT@CLE","PIT","CLE","IR","Undisclosed","",""
"16937-32410","RB","Trey","","Williams","1.2000000476837158","1","4500","TEN@IND","IND","TEN","","","",""
"16937-26411","TE","Ryan","","Malleck","0","0","4500","CHI@NYG","NYG","CHI","","","",""
"16937-34014","WR","Aaron","","Dobson","3.433333396911621","6","4500","JAC@DET","DET","JAC","","","",""
"16937-31435","TE","Nic","","Jacobs","0.36666667461395264","3","4500","BAL@DAL","BAL","DAL","","","",""
"16937-47953","WR","Lucky","","Whitehead","1.2777777777777777","9","4500","BAL@DAL","DAL","BAL","","","",""
"16937-29277","TE","Stephen","","Anderson","3.279999923706055","5","4500","HOU@OAK","HOU","OAK","","","",""
"16937-30228","WR","Tyler","","Murphy","2.0999999046325684","1","4500","MIA@LA","MIA","LA","","","",""
"16937-28545","RB","Rod","","Smith","0.44999998807907104","2","4500","BAL@DAL","DAL","BAL","","","",""
"16937-70335","TE","Seth","","DeValve","5","2","4500","PIT@CLE","CLE","PIT","","","",""
"16937-53532","WR","Roger","","Lewis","6.533333460489909","3","4500","CHI@NYG","NYG","CHI","","","",""
"16937-54612","RB","Lorenzo","","Taliaferro","2.5","1","4500","BAL@DAL","BAL","DAL","","","",""
"16937-55694","WR","Mike","","Thomas","0","3","4500","MIA@LA","LA","MIA","","","",""
"16937-54621","WR","Walt","","Powell","3.433333396911621","6","4500","BUF@CIN","BUF","CIN","","","",""
"16937-29290","WR","Bryce","","Treggs","7.900000095367432","1","4500","PHI@SEA","PHI","SEA","","","",""
"16937-7244","RB","John","","Kuhn","4.828571319580078","7","4500","NO@CAR","NO","CAR","","","",""
"16937-28562","TE","Jake","","Stoneburner","6.400000254313151","3","4500","NO@CAR","NO","CAR","","","",""
"16937-12055","TE","Logan","","Paulsen","0.6","5","4500","CHI@NYG","CHI","NYG","","","",""
"16937-28570","TE","Nick","","Vannett","0.6000000238418579","2","4500","PHI@SEA","SEA","PHI","","","",""
"16937-29304","RB","Daniel","","Lasco","1.7666667302449544","3","4500","NO@CAR","NO","CAR","Q","Hamstring","",""
"16937-30261","K","Caleb","","Sturgis","10.666666666666666","9","4500","PHI@SEA","PHI","SEA","","","",""
"16937-21547","RB","Will","","Johnson","2.2600000381469725","5","4500","CHI@NYG","NYG","CHI","IR","Shoulder","",""
"16937-72262","TE","Nick","","Truesdell","0","0","4500","TEN@IND","IND","TEN","","","",""
"16937-31378","WR","Kadron","","Boone","0","0","4500","CHI@NYG","NYG","CHI","","","",""
"16937-22774","RB","Jonas","","Gray","4.100000108991351","7","4500","JAC@DET","JAC","DET","","","",""
"16937-22767","WR","Brian","","Tyms","0","0","4500","TEN@IND","IND","TEN","","","",""
"16937-30297","TE","Trey","","Burton","3.8000000544956754","7","4500","PHI@SEA","PHI","SEA","","","",""
"16937-22754","TE","Garrett","","Celek","4.214285714285714","7","4500","NE@SF","SF","NE","","","",""
"16937-70342","TE","Temarrick","","Hemingway","0","0","4500","MIA@LA","LA","MIA","","","",""
"16937-31417","WR","James","","Wright","0.8399999618530274","5","4500","BUF@CIN","CIN","BUF","NA","Hamstring","",""
"16937-22746","WR","Kashif","","Moore","0","0","4500","TB@KC","KC","TB","","","",""
"16937-46001","RB","Joey","","Iosefa","2.549999952316284","2","4500","NE@SF","NE","SF","","","",""
"16937-38301","TE","Darren","","Fells","2.6500000953674316","4","4500","ARI@MIN","ARI","MIN","","","",""
"16937-30307","RB","Mack","","Brown","0","0","4500","GB@WAS","WAS","GB","","","",""
"16937-33978","RB","Devon","","Johnson","0","0","4500","NO@CAR","CAR","NO","IR","Undisclosed","",""
"16937-29237","WR","Chris","","Harper","0","1","4500","NE@SF","SF","NE","","","",""
"16937-32483","WR","Josh","","Boyce","0","0","4500","PIT@CLE","CLE","PIT","","","",""
"16937-30326","RB","Keith","","Marshall","0","0","4500","GB@WAS","WAS","GB","IR","Elbow","",""
"16937-25356","TE","Benson","","Browne","0","0","4500","MIA@LA","LA","MIA","","","",""
"16937-70373","TE","Mike","","Miller","0","0","4500","TEN@IND","IND","TEN","","","",""
"16937-70372","WR","Chester","","Rogers","3.0142857687813893","7","4500","TEN@IND","IND","TEN","","","",""
"16937-61666","WR","Jared","","Dangerfield","0","0","4500","NO@CAR","NO","CAR","","","",""
"16937-40669","WR","Tyler","","Boyd","4.887499809265137","8","4500","BUF@CIN","CIN","BUF","","","",""
"16937-29183","RB","D.J.","","Foster","1.0333333015441895","3","4500","NE@SF","NE","SF","","","",""
"16937-62633","TE","Matt","","Lengel","0","0","4500","NE@SF","NE","SF","","","",""
"16937-27672","TE","Matt","","LaCosse","3.700000047683716","1","4500","CHI@NYG","NYG","CHI","IR","Knee","",""
"16937-62628","WR","DeAndre","","Carter","0","0","4500","NE@SF","NE","SF","","","",""
"16937-25751","TE","Chris","","Pantale","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16937-33571","RB","George","","Atkinson III","0","6","4500","PIT@CLE","CLE","PIT","","","",""
"16937-62600","WR","Joshua","","Stangby","0","0","4500","TEN@IND","IND","TEN","","","",""
"16937-39615","TE","Brandon","","Williams","2.0999999046325684","1","4500","PHI@SEA","SEA","PHI","","","",""
"16937-30108","WR","Marquess","","Wilson","6.0363637750799","11","4500","CHI@NYG","CHI","NYG","NA","Foot","",""
"16937-25775","TE","Clive","","Walford","4.550000190734863","8","4500","HOU@OAK","OAK","HOU","","","",""
"16937-32000","TE","Luke","","Willson","1.6","5","4500","PHI@SEA","SEA","PHI","Q","Knee","",""
"16937-38509","RB","Wendell","","Smallwood","4.050000190734863","8","4500","PHI@SEA","PHI","SEA","","","",""
"16937-62623","RB","John","","Crockett","1.0499999523162842","2","4500","GB@WAS","GB","WAS","IR","Shoulder","",""
"16937-38514","WR","Kevin","","White","7.275000095367432","4","4500","CHI@NYG","CHI","NYG","IR","Lower leg","",""
"16937-27692","RB","Josh","","Ferguson","3.049999952316284","8","4500","TEN@IND","IND","TEN","","","",""
"16937-62619","K","Andrew","","Franks","6.555555555555555","9","4500","MIA@LA","MIA","LA","","","",""
"16937-62617","TE","Khari","","Lee","0","1","4500","JAC@DET","DET","JAC","","","",""
"16937-11431","TE","Jermaine","","Gresham","2.422222137451172","9","4500","ARI@MIN","ARI","MIN","","","",""
"16937-62616","RB","Zach","","Zenner","5.3799999237060545","5","4500","JAC@DET","DET","JAC","","","",""
"16937-38523","TE","Geoff","","Swaim","1.6499999364217122","6","4500","BAL@DAL","DAL","BAL","Q","Pectoral","",""
"16937-24817","TE","Nick","","O'Leary","2.4833332697550454","6","4500","BUF@CIN","BUF","CIN","","","",""
"16937-25789","WR","Rashawn","","Scott","0","0","4500","MIA@LA","MIA","LA","","","",""
"16937-31015","WR","DeAndrew","","White","1.399999976158142","2","4500","NE@SF","NE","SF","","","",""
"16937-48380","K","Wil","","Lutz","9","9","4500","NO@CAR","NO","CAR","","","",""
"16937-14761","WR","Andre","","Holmes","3","8","4500","HOU@OAK","OAK","HOU","","","",""
"16937-11457","WR","Arrelious","","Benn","2.512500047683716","8","4500","JAC@DET","JAC","DET","","","",""
"16937-24720","TE","Braxton","","Deaver","0","0","4500","NO@CAR","CAR","NO","","","",""
"16937-29084","WR","Rashad","","Ross","0.6499999761581421","2","4500","GB@WAS","WAS","GB","","","",""
"16937-11511","TE","Tony","","Moeaki","4.433333396911621","3","4500","CHI@NYG","CHI","NYG","","","",""
"16937-11504","WR","Andre","","Roberts","2.5111111534966364","9","4500","JAC@DET","DET","JAC","","","",""
"16937-62668","TE","John","","Peters","0","0","4500","BUF@CIN","CIN","BUF","","","",""
"16937-30989","RB","Kenyan","","Drake","4.516666730244954","6","4500","MIA@LA","MIA","LA","","","",""
"16937-30990","RB","Jalston","","Fowler","1.899999976158142","1","4500","TEN@IND","TEN","IND","","","",""
"16937-39678","TE","E.J.","","Bibbs","0.6000000238418579","2","4500","PIT@CLE","CLE","PIT","","","",""
"16937-8117","WR","Danny","","Amendola","4.977777693006727","9","4500","NE@SF","NE","SF","","","",""
"16937-62680","WR","Donteea","","Dye","2.470000076293945","10","4500","TB@KC","TB","KC","","","",""
"16937-39649","RB","Benny","","Cunningham","3.0875000953674316","8","4500","MIA@LA","LA","MIA","","","",""
"16937-11488","TE","Ed","","Dickson","3.5166667302449546","6","4500","NO@CAR","CAR","NO","Q","Calf","",""
"16937-26657","RB","Christian","","Powell","0","0","4500","PIT@CLE","PIT","CLE","","","",""
"16937-15838","TE","Erik","","Swoope","4.125","4","4500","TEN@IND","IND","TEN","","","",""
"16937-12556","D","Houston","","Texans","6.333333333333333","9","4500","HOU@OAK","HOU","OAK","","","",""
"16937-23435","TE","Andrew","","DePaola","0","16","4500","TB@KC","TB","KC","","","",""
"16937-30012","WR","Kevin","","Smith","1.933333396911621","3","4500","PHI@SEA","SEA","PHI","","","",""
"16937-39455","RB","Kerwynn","","Williams","3.4666665395100913","6","4500","ARI@MIN","ARI","MIN","","","",""
"16937-62508","TE","James","","O'Shaughnessy","0.5","1","4500","TB@KC","KC","TB","","","",""
"16937-62505","TE","MyCole","","Pruitt","1.2000000476837158","1","4500","ARI@MIN","MIN","ARI","","","",""
"16937-31207","TE","C.J.","","Uzomah","4.633333206176758","6","4500","BUF@CIN","CIN","BUF","","","",""
"16937-33703","WR","Ryan","","Grant","0.5999999727521624","7","4500","GB@WAS","WAS","GB","","","",""
"16937-62515","TE","Neal","","Sterling","1.5","1","4500","JAC@DET","JAC","DET","","","",""
"16937-29991","RB","Bishop","","Sankey","4.183333396911621","12","4500","TB@KC","KC","TB","","","",""
"16937-39428","RB","Kyle","","Juszczyk","2.9444444444444446","9","4500","BAL@DAL","BAL","DAL","","","",""
"16937-32185","RB","Zach","","Line","0.32499998807907104","4","4500","ARI@MIN","MIN","ARI","","","",""
"16937-22336","WR","Joshua","","Bellamy","1.2833333015441895","6","4500","CHI@NYG","CHI","NYG","","","",""
"16937-10354","RB","Marcel","","Reece","4.233333333333333","15","4500","HOU@OAK","OAK","HOU","","","",""
"16937-24679","RB","Zac","","Brooks","0","0","4500","TB@KC","KC","TB","","","",""
"16937-24682","RB","Andre","","Ellington","1.2666666242811415","9","4500","ARI@MIN","ARI","MIN","","","",""
"16937-33691","RB","Orleans","","Darkwa","6.324999809265137","4","4500","CHI@NYG","NYG","CHI","","","",""
"16937-38651","TE","Beau","","Sandland","0","0","4500","GB@WAS","GB","WAS","","","",""
"16937-18009","TE","Chris","","Manhertz","0","0","4500","NO@CAR","CAR","NO","","","",""
"16937-31184","RB","Jonathan","","Williams","1.875","4","4500","BUF@CIN","BUF","CIN","","","",""
