"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"16937-29003","RB","Ka'Deem","","Carey","2.4571429661342075","7","4500","CHI@NYG","CHI","NYG","","","",""
"16937-24569","K","Chandler","","Catanzaro","6.555555555555555","9","4500","ARI@MIN","ARI","MIN","","","",""
"16937-31191","WR","Mekale","","McKay","0","0","4500","TEN@IND","IND","TEN","","","",""
"16937-39512","RB","Kendall","","Gaskins","3.674999952316284","4","4500","NE@SF","SF","NE","","","",""
"16937-32234","RB","Malcolm","","Brown","1.6999999682108562","3","4500","MIA@LA","LA","MIA","","","",""
"16937-24589","WR","Jaron","","Brown","5.033333460489909","6","4500","ARI@MIN","ARI","MIN","IR","Knee","",""
"16937-22292","RB","Lance","","Dunbar","3","5","4500","BAL@DAL","DAL","BAL","","","",""
"16937-34729","RB","Dwayne","","Washington","3.540000152587891","5","4500","JAC@DET","DET","JAC","","","",""
"16937-48224","TE","Wes","","Saxton","0","1","4500","GB@WAS","WAS","GB","","","",""
"16937-31157","WR","Cobi","","Hamilton","5.025000095367432","4","4500","PIT@CLE","PIT","CLE","","","",""
"16937-39492","TE","Josh","","Hill","3.4400001525878907","5","4500","NO@CAR","NO","CAR","","","",""
"16937-7953","WR","Vincent","","Jackson","4.959999847412109","5","4500","TB@KC","TB","KC","IR","Knee","",""
"16937-9442","WR","Brandon","","Tate","1.0750000476837158","8","4500","BUF@CIN","BUF","CIN","Q","Concussion","",""
"16937-7975","RB","Mike","","Tolbert","0.9666666454739041","9","4500","NO@CAR","CAR","NO","","","",""
"16937-28933","WR","Jared","","Abbrederis","0.6499999761581421","2","4500","GB@WAS","GB","WAS","","","",""
"16937-62544","RB","Brandon","","Wegher","0","1","4500","NO@CAR","CAR","NO","","","",""
"16937-22317","WR","Brenton","","Bersin","2.8799999237060545","5","4500","NO@CAR","CAR","NO","","","",""
"16937-33733","WR","Xavier","","Rush","0","0","4500","PHI@SEA","PHI","SEA","","","",""
"16937-11648","TE","Jim","","Dray","1.0111111534966364","9","4500","BUF@CIN","BUF","CIN","","","",""
"16937-28907","WR","Alex","","Erickson","0.3125","8","4500","BUF@CIN","CIN","BUF","","","",""
"16937-25052","RB","Zach","","Laskey","0","0","4500","MIA@LA","LA","MIA","IR","Undisclosed","",""
"16937-6810","K","Dan","","Carpenter","6.777777777777778","9","4500","BUF@CIN","BUF","CIN","","","",""
"16937-10695","RB","Darrel","","Young","0.6888888676961263","9","4500","CHI@NYG","CHI","NYG","","","",""
"16937-21123","TE","Larry","","Donnell","4.1400001525878904","5","4500","CHI@NYG","NYG","CHI","","","",""
"16937-29866","RB","Paul","","Perkins","4.720000076293945","5","4500","CHI@NYG","NYG","CHI","","","",""
"16937-57556","TE","Jerome","","Cunningham","1.6499999364217122","6","4500","TEN@IND","TEN","IND","","","",""
"16937-23046","RB","Jamize","","Olawale","3.674999952316284","8","4500","HOU@OAK","OAK","HOU","","","",""
"16937-40913","TE","Thomas","","Duarte","0","0","4500","MIA@LA","MIA","LA","","","",""
"16937-29830","WR","Shaq","","Evans","0","0","4500","NE@SF","NE","SF","","","",""
"16937-26038","TE","Tyler","","Kroft","2.839999961853027","5","4500","BUF@CIN","CIN","BUF","","","",""
"16937-22244","TE","Beau","","Brinkley","0","16","4500","TEN@IND","TEN","IND","","","",""
"16937-30807","TE","Mychal","","Rivera","3.3400001525878906","5","4500","HOU@OAK","OAK","HOU","","","",""
"16937-43260","TE","Darion","","Griswold","0","0","4500","TEN@IND","IND","TEN","","","",""
"16937-26045","WR","Leonte","","Carroo","0.8000000317891439","3","4500","MIA@LA","MIA","LA","","","",""
"16937-40932","WR","Pharoh","","Cooper","0.6333333253860474","3","4500","MIA@LA","LA","MIA","","","",""
"16937-29854","TE","Kevin","","McDermott","0","16","4500","ARI@MIN","MIN","ARI","","","",""
"16937-6823","TE","John","","Phillips","4.166666666666667","3","4500","NO@CAR","NO","CAR","","","",""
"16937-31748","WR","Levi","","Norwood","0","0","4500","PIT@CLE","PIT","CLE","","","",""
"16937-40843","RB","Alex","","Collins","2.0333333015441895","6","4500","PHI@SEA","SEA","PHI","","","",""
"16937-26076","RB","Sam","","Bergen","0","0","4500","TEN@IND","TEN","IND","","","",""
"16937-27974","WR","Tevaun","","Smith","0","0","4500","TEN@IND","IND","TEN","","","",""
"16937-6870","TE","Vernon","","Davis","7.900000095367432","8","4500","GB@WAS","WAS","GB","","","",""
"16937-33403","WR","Tevin","","Jones","0","0","4500","HOU@OAK","HOU","OAK","","","",""
"16937-6857","RB","Justin","","Forsett","5.040000152587891","5","4500","JAC@DET","DET","JAC","","","",""
"16937-26057","RB","Michael","","Burton","0","1","4500","JAC@DET","DET","JAC","","","",""
"16937-28815","RB","Akeem","","Hunt","5.800000190734863","1","4500","HOU@OAK","HOU","OAK","","","",""
"16937-6904","WR","Devin","","Hester","-0.25","8","4500","BAL@DAL","BAL","DAL","","","",""
"16937-6910","K","Robbie","","Gould","4.5","2","4500","CHI@NYG","NYG","CHI","","","",""
"16937-45343","WR","Daniel","","Braverman","0","0","4500","CHI@NYG","CHI","NYG","","","",""
"16937-7856","WR","Matthew","","Slater","0.16666666666666666","3","4500","NE@SF","NE","SF","","","",""
"16937-28807","TE","Gabe","","Holmes","0","0","4500","HOU@OAK","OAK","HOU","IR","Ankle","",""
"16937-25011","TE","Darren","","Waller","5.550000190734863","2","4500","BAL@DAL","BAL","DAL","","","",""
"16937-22188","RB","Daryl","","Richardson","0.3499999940395355","2","4500","PIT@CLE","PIT","CLE","","","",""
"16937-12305","RB","Will","","Tukuafu","0","1","4500","PHI@SEA","SEA","PHI","","","",""
"16937-22198","WR","Brittan","","Golden","0.9750000238418579","4","4500","ARI@MIN","ARI","MIN","","","",""
"16937-28030","RB","Fitzgerald","","Toussaint","0.40000001589457196","6","4500","PIT@CLE","PIT","CLE","","","",""
"16937-28021","RB","Sione","","Houma","0","0","4500","NO@CAR","NO","CAR","","","",""
"16937-25886","WR","Devin","","Street","1.25","2","4500","TEN@IND","IND","TEN","","","",""
"16937-6672","TE","Marcedes","","Lewis","3.3666665818956165","9","4500","JAC@DET","JAC","DET","","","",""
"16937-7761","TE","Jared","","Cook","2.7666667302449546","3","4500","GB@WAS","GB","WAS","Q","Ankle","",""
"16937-11522","WR","Marcus","","Easley","4.100000063578288","3","4500","BUF@CIN","BUF","CIN","NA","Kneecap","",""
"16937-45562","RB","Paul","","Lasike","0.36666667461395264","3","4500","CHI@NYG","CHI","NYG","","","",""
"16937-12540","D","Minnesota","","Vikings","11.11111111111111","9","4500","ARI@MIN","MIN","ARI","","","",""
"16937-6660","RB","Donald","","Brown","6.950000127156575","6","4500","NE@SF","NE","SF","","","",""
"16937-22109","K","Greg","","Zuerlein","7.5","8","4500","MIA@LA","LA","MIA","","","",""
"16937-22110","K","Blair","","Walsh","6.333333333333333","9","4500","ARI@MIN","MIN","ARI","","","",""
"16937-12528","D","Cincinnati","","Bengals","5.25","8","4500","BUF@CIN","CIN","BUF","","","",""
"16937-11543","TE","Clay","","Harbor","1.7000000476837158","2","4500","JAC@DET","DET","JAC","","","",""
"16937-12530","D","Dallas","","Cowboys","5.222222222222222","9","4500","BAL@DAL","DAL","BAL","","","",""
"16937-11562","TE","Andrew","","Quarless","1.6999999682108562","3","4500","JAC@DET","DET","JAC","","","",""
"16937-7801","TE","Brandon","","Myers","2.5799999237060547","5","4500","TB@KC","TB","KC","","","",""
"16937-7806","RB","Darren","","McFadden","10.981249809265137","16","4500","BAL@DAL","DAL","BAL","O","Elbow","",""
"16937-22123","TE","James","","Hanna","1.5499999523162842","8","4500","BAL@DAL","DAL","BAL","NA","Knee","",""
"16937-19342","TE","Demetrius","","Harris","1.4444444444444444","9","4500","TB@KC","KC","TB","","","",""
"16937-28744","RB","Raheem","","Mostert","-0.25","8","4500","CHI@NYG","CHI","NYG","","","",""
"16937-11556","TE","Michael","","Hoomanawanui","2.910000038146973","10","4500","NO@CAR","NO","CAR","IR","Lower leg","",""
"16937-33418","TE","Alan","","Cross","0.3333333333333333","3","4500","TB@KC","TB","KC","","","",""
"16937-14406","RB","Bruce","","Miller","2.589999961853027","10","4500","NE@SF","SF","NE","","","",""
"16937-33424","WR","Mose","","Frazier","0","0","4500","NE@SF","SF","NE","","","",""
"16937-29723","RB","Stepfan","","Taylor","0.6000000238418579","2","4500","ARI@MIN","ARI","MIN","","","",""
"16937-6702","K","Phil","","Dawson","7.444444444444445","9","4500","NE@SF","SF","NE","","","",""
"16937-28088","RB","Denard","","Robinson","1.2999999523162842","2","4500","JAC@DET","JAC","DET","","","",""
"16937-27020","RB","Glenn","","Gronkowski","0","0","4500","NE@SF","NE","SF","","","",""
"16937-29805","RB","Ryan","","Hewitt","1.5444444020589192","9","4500","BUF@CIN","CIN","BUF","","","",""
"16937-48482","TE","David","","Morgan","0","0","4500","ARI@MIN","MIN","ARI","","","",""
"16937-6742","TE","Brent","","Celek","2.3600000381469726","5","4500","PHI@SEA","PHI","SEA","","","",""
"16937-7706","TE","Chase","","Coffman","8.550000190734863","2","4500","TEN@IND","IND","TEN","","","",""
"16937-57348","RB","Glenn","","Winston","-2.799999952316284","1","4500","PIT@CLE","CLE","PIT","IR","Shoulder","",""
"16937-24862","WR","Rashad","","Greene Sr.","0.6166666746139526","6","4500","JAC@DET","JAC","DET","","","",""
"16937-14369","RB","Jordan","","Todman","1","6","4500","TEN@IND","IND","TEN","","","",""
"16937-45472","TE","Garrett","","Griffin","0","0","4500","NO@CAR","NO","CAR","","","",""
"16937-29821","WR","Jordan","","Payton","0.4000000059604645","2","4500","PIT@CLE","CLE","PIT","","","",""
"16937-28721","RB","Brandon","","Cottom","0","0","4500","PHI@SEA","SEA","PHI","IR","Achilles","",""
"16937-22047","TE","Ladarius","","Green","4.5","1","4500","PIT@CLE","PIT","CLE","","","",""
"16937-33531","TE","Ben","","Koyack","5.800000190734863","2","4500","JAC@DET","JAC","DET","","","",""
"16937-22034","WR","Chris","","Givens","3.7928570338657925","14","4500","PHI@SEA","PHI","SEA","","","",""
"16937-24847","TE","Will","","Tye","3.6500000953674316","8","4500","CHI@NYG","NYG","CHI","","","",""
"16937-28735","WR","Daniel","","Anthrop","0","0","4500","TEN@IND","IND","TEN","","","",""
"16937-6732","RB","DeAngelo","","Williams","9.742856706891741","7","4500","PIT@CLE","PIT","CLE","O","Knee","",""
"16937-28126","TE","Paul","","Lang","0","0","4500","PIT@CLE","PIT","CLE","","","",""
"16937-33473","WR","Chris","","Brown","0","0","4500","BAL@DAL","DAL","BAL","","","",""
"16937-28131","WR","Keith","","Mumphery","1.4214285441807337","14","4500","HOU@OAK","HOU","OAK","","","",""
"16937-14355","TE","Niles","","Paul","1.850000023841858","2","4500","GB@WAS","WAS","GB","IR","Shoulder","",""
"16937-29768","RB","Patrick","","Skov","0","0","4500","PIT@CLE","CLE","PIT","","","",""
"16937-14358","WR","Dwayne","","Harris","-0.25","8","4500","CHI@NYG","NYG","CHI","","","",""
"16937-22063","WR","Keshawn","","Martin","-2","1","4500","NE@SF","SF","NE","","","",""
"16937-24882","K","Roberto","","Aguayo","5.333333333333333","9","4500","TB@KC","TB","KC","","","",""
"16937-6778","TE","Anthony","","Fasano","2.914285659790039","7","4500","TEN@IND","TEN","IND","","","",""
"16937-22051","TE","Orson","","Charles","0","0","4500","JAC@DET","DET","JAC","","","",""
"16937-22048","RB","Robert","","Turbin","4.199999809265137","8","4500","TEN@IND","IND","TEN","","","",""
"16937-22054","WR","Jarius","","Wright","3.299999952316284","2","4500","ARI@MIN","MIN","ARI","","","",""
"16937-33488","TE","Troy","","Niklas","0.25","2","4500","ARI@MIN","ARI","MIN","IR","Wrist","",""
"16937-28144","TE","Dion","","Sims","2.2333332697550454","6","4500","MIA@LA","MIA","LA","","","",""
"16937-7718","RB","Cedric","","Peerman","0","4","4500","BUF@CIN","CIN","BUF","IR","Elbow","",""
"16937-22065","TE","Rhett","","Ellison","2.950000047683716","4","4500","ARI@MIN","MIN","ARI","","","",""
"16937-11635","WR","Marc","","Mariani","0","10","4500","TEN@IND","TEN","IND","","","",""
"16937-6767","K","Ryan","","Succop","7.3","10","4500","TEN@IND","TEN","IND","","","",""
"16937-14348","TE","Lee","","Smith","1.9666666984558105","3","4500","HOU@OAK","OAK","HOU","IR","Ankle","",""
"16937-12553","D","Carolina","","Panthers","7.666666666666667","9","4400","NO@CAR","CAR","NO","","","",""
"16937-12555","D","Baltimore","","Ravens","10.222222222222221","9","4400","BAL@DAL","BAL","DAL","","","",""
"16937-12537","D","Oakland","","Raiders","4.777777777777778","9","4400","HOU@OAK","OAK","HOU","","","",""
"16937-12545","D","Philadelphia","","Eagles","10.777777777777779","9","4300","PHI@SEA","PHI","SEA","","","",""
"16937-12552","D","Washington","","Redskins","6.888888888888889","9","4300","GB@WAS","WAS","GB","","","",""
"16937-12526","D","Buffalo","","Bills","9","9","4300","BUF@CIN","BUF","CIN","","","",""
"16937-12533","D","Green Bay","","Packers","5.111111111111111","9","4200","GB@WAS","GB","WAS","","","",""
"16937-12534","D","Tennessee","","Titans","5.9","10","4200","TEN@IND","TEN","IND","","","",""
"16937-12551","D","Tampa Bay","","Buccaneers","7.111111111111111","9","4100","TB@KC","TB","KC","","","",""
"16937-12527","D","Chicago","","Bears","6.555555555555555","9","4100","CHI@NYG","CHI","NYG","","","",""
"16937-12549","D","San Francisco","","49ers","4.444444444444445","9","4000","NE@SF","SF","NE","","","",""
"16937-12554","D","Jacksonville","","Jaguars","2.3333333333333335","9","4000","JAC@DET","JAC","DET","","","",""
"16937-12542","D","New Orleans","","Saints","4.333333333333333","9","4000","NO@CAR","NO","CAR","","","",""
"16937-12535","D","Indianapolis","","Colts","4.666666666666667","9","4000","TEN@IND","IND","TEN","","","",""
"16937-12529","D","Cleveland","","Browns","3.1","10","4000","PIT@CLE","CLE","PIT","","","",""
